id,time,dayPower,capacity
612,2017-01-01,0,55
612,2017-01-02,0,55
612,2017-01-03,0,55
612,2017-01-04,0,55
612,2017-01-05,0,55
612,2017-01-06,0,55
612,2017-01-07,0,55
612,2017-01-08,0,55
612,2017-01-09,0,55
612,2017-01-10,0,55
612,2017-01-11,0,55
612,2017-01-12,0,55
612,2017-01-13,0,55
612,2017-01-14,0,55
612,2017-01-15,0,55
612,2017-01-16,0,55
612,2017-01-17,0,55
612,2017-01-18,0,55
612,2017-01-19,0,55
612,2017-01-20,0,55
612,2017-01-21,0,55
612,2017-01-22,0,55
612,2017-01-23,0,55
612,2017-01-24,0,55
612,2017-01-25,0,55
612,2017-01-26,0,55
612,2017-01-27,0,55
612,2017-01-28,0,55
612,2017-01-29,0,55
612,2017-01-30,0,55
612,2017-01-31,0,55
612,2017-02-01,0,55
612,2017-02-02,0,55
612,2017-02-03,0,55
612,2017-02-04,0,55
612,2017-02-05,0,55
612,2017-02-06,0,55
612,2017-02-07,0,55
612,2017-02-08,0,55
612,2017-02-09,0,55
612,2017-02-10,0,55
612,2017-02-11,0,55
612,2017-02-12,0,55
612,2017-02-13,0,55
612,2017-02-14,0,55
612,2017-02-15,0,55
612,2017-02-16,0,55
612,2017-02-17,0,55
612,2017-02-18,0,55
612,2017-02-19,0,55
612,2017-02-20,0,55
612,2017-02-21,0,55
612,2017-02-22,0,55
612,2017-02-23,0,55
612,2017-02-24,0,55
612,2017-02-25,0,55
612,2017-02-26,0,55
612,2017-02-27,0,55
612,2017-02-28,0,55
612,2017-03-01,0,55
612,2017-03-02,0,55
612,2017-03-03,0,55
612,2017-03-04,0,55
612,2017-03-05,0,55
612,2017-03-06,0,55
612,2017-03-07,0,55
612,2017-03-08,0,55
612,2017-03-09,0,55
612,2017-03-10,0,55
612,2017-03-11,0,55
612,2017-03-12,0,55
612,2017-03-13,0,55
612,2017-03-14,0,55
612,2017-03-15,0,55
612,2017-03-16,0,55
612,2017-03-17,0,55
612,2017-03-18,0,55
612,2017-03-19,0,55
612,2017-03-20,0,55
612,2017-03-21,0,55
612,2017-03-22,0,55
612,2017-03-23,0,55
612,2017-03-24,0,55
612,2017-03-25,0,55
612,2017-03-26,0,55
612,2017-03-27,0,55
612,2017-03-28,0,55
612,2017-03-29,0,55
612,2017-03-30,0,55
612,2017-03-31,0,55
612,2017-04-01,0,55
612,2017-04-02,0,55
612,2017-04-03,0,55
612,2017-04-04,0,55
612,2017-04-05,0,55
612,2017-04-06,0,55
612,2017-04-07,0,55
612,2017-04-08,0,55
612,2017-04-09,0,55
612,2017-04-10,0,55
612,2017-04-11,0,55
612,2017-04-12,0,55
612,2017-04-13,0,55
612,2017-04-14,0,55
612,2017-04-15,0,55
612,2017-04-16,0,55
612,2017-04-17,0,55
612,2017-04-18,0,55
612,2017-04-19,0,55
612,2017-04-20,0,55
612,2017-04-21,0,55
612,2017-04-22,0,55
612,2017-04-23,0,55
612,2017-04-24,0,55
612,2017-04-25,0,55
612,2017-04-26,0,55
612,2017-04-27,0,55
612,2017-04-28,0,55
612,2017-04-29,0,55
612,2017-04-30,0,55
612,2017-05-01,0,55
612,2017-05-02,0,55
612,2017-05-03,0,55
612,2017-05-04,0,55
612,2017-05-05,0,55
612,2017-05-06,0,55
612,2017-05-07,0,55
612,2017-05-08,0,55
612,2017-05-09,0,55
612,2017-05-10,0,55
612,2017-05-11,0,55
612,2017-05-12,0,55
612,2017-05-13,0,55
612,2017-05-14,0,55
612,2017-05-15,0,55
612,2017-05-16,0,55
612,2017-05-17,0,55
612,2017-05-18,0,55
612,2017-05-19,0,55
612,2017-05-20,0,55
612,2017-05-21,0,55
612,2017-05-22,0,55
612,2017-05-23,0,55
612,2017-05-24,0,55
612,2017-05-25,0,55
612,2017-05-26,0,55
612,2017-05-27,0,55
612,2017-05-28,0,55
612,2017-05-29,0,55
612,2017-05-30,0,55
612,2017-05-31,0,55
612,2017-06-01,0,55
612,2017-06-02,0,55
612,2017-06-03,0,55
612,2017-06-04,0,55
612,2017-06-05,0,55
612,2017-06-06,0,55
612,2017-06-07,0,55
612,2017-06-08,0,55
612,2017-06-09,0,55
612,2017-06-10,0,55
612,2017-06-11,0,55
612,2017-06-12,0,55
612,2017-06-13,0,55
612,2017-06-14,0,55
612,2017-06-15,0,55
612,2017-06-16,0,55
612,2017-06-17,0,55
612,2017-06-18,0,55
612,2017-06-19,0,55
612,2017-06-20,0,55
612,2017-06-21,0,55
612,2017-06-22,0,55
612,2017-06-23,0,55
612,2017-06-24,0,55
612,2017-06-25,0,55
612,2017-06-26,0,55
612,2017-06-27,0,55
612,2017-06-28,0,55
612,2017-06-29,0,55
612,2017-06-30,0,55
612,2017-07-01,0,55
612,2017-07-02,0,55
612,2017-07-03,0,55
612,2017-07-04,0,55
612,2017-07-05,0,55
612,2017-07-06,0,55
612,2017-07-07,0,55
612,2017-07-08,0,55
612,2017-07-09,0,55
612,2017-07-10,0,55
612,2017-07-11,0,55
612,2017-07-12,0,55
612,2017-07-13,0,55
612,2017-07-14,0,55
612,2017-07-15,0,55
612,2017-07-16,0,55
612,2017-07-17,0,55
612,2017-07-18,0,55
612,2017-07-19,0,55
612,2017-07-20,0,55
612,2017-07-21,0,55
612,2017-07-22,0,55
612,2017-07-23,0,55
612,2017-07-24,0,55
612,2017-07-25,0,55
612,2017-07-26,0,55
612,2017-07-27,0,55
612,2017-07-28,0,55
612,2017-07-29,0,55
612,2017-07-30,0,55
612,2017-07-31,0,55
612,2017-08-01,0,55
612,2017-08-02,0,55
612,2017-08-03,0,55
612,2017-08-04,0,55
612,2017-08-05,0,55
612,2017-08-06,0,55
612,2017-08-07,0,55
612,2017-08-08,0,55
612,2017-08-09,0,55
612,2017-08-10,0,55
612,2017-08-11,0,55
612,2017-08-12,0,55
612,2017-08-13,0,55
612,2017-08-14,0,55
612,2017-08-15,0,55
612,2017-08-16,0,55
