id,time,dayPower/capacity,lat,lng
231,2017-03-07,5.4,36.3566,116.788
231,2017-03-08,5.3,36.3566,116.788
231,2017-03-09,4.94,36.3566,116.788
231,2017-03-10,4.88,36.3566,116.788
231,2017-03-11,3.18,36.3566,116.788
231,2017-03-12,4.46,36.3566,116.788
231,2017-03-13,4.58,36.3566,116.788
231,2017-03-14,3.66,36.3566,116.788
231,2017-03-15,4.0,36.3566,116.788
231,2017-03-16,4.48,36.3566,116.788
231,2017-03-17,3.66,36.3566,116.788
231,2017-03-18,3.92,36.3566,116.788
231,2017-03-19,4.56,36.3566,116.788
231,2017-03-20,2.14,36.3566,116.788
231,2017-03-21,4.28,36.3566,116.788
231,2017-03-22,1.84,36.3566,116.788
231,2017-03-23,1.48,36.3566,116.788
231,2017-03-24,2.04,36.3566,116.788
231,2017-03-25,4.1,36.3566,116.788
231,2017-03-26,5.74,36.3566,116.788
231,2017-03-27,6.22,36.3566,116.788
231,2017-03-28,3.38,36.3566,116.788
231,2017-03-29,5.54,36.3566,116.788
231,2017-03-30,1.68,36.3566,116.788
231,2017-03-31,5.9,36.3566,116.788
231,2017-04-01,6.28,36.3566,116.788
231,2017-04-02,5.9,36.3566,116.788
231,2017-04-03,4.76,36.3566,116.788
231,2017-04-04,2.14,36.3566,116.788
231,2017-04-05,1.68,36.3566,116.788
231,2017-04-06,4.76,36.3566,116.788
231,2017-04-07,3.54,36.3566,116.788
231,2017-04-08,3.54,36.3566,116.788
231,2017-04-09,6.22,36.3566,116.788
231,2017-04-10,3.0,36.3566,116.788
231,2017-04-11,5.68,36.3566,116.788
231,2017-04-12,5.58,36.3566,116.788
231,2017-04-13,3.46,36.3566,116.788
231,2017-04-14,4.62,36.3566,116.788
231,2017-04-15,3.64,36.3566,116.788
231,2017-04-16,0.78,36.3566,116.788
231,2017-04-17,5.82,36.3566,116.788
231,2017-04-18,6.7,36.3566,116.788
231,2017-04-19,1.4,36.3566,116.788
231,2017-04-20,4.76,36.3566,116.788
231,2017-04-21,5.4,36.3566,116.788
231,2017-04-22,6.42,36.3566,116.788
231,2017-04-23,6.24,36.3566,116.788
231,2017-04-24,3.96,36.3566,116.788
231,2017-04-25,1.74,36.3566,116.788
231,2017-04-26,6.18,36.3566,116.788
231,2017-04-27,6.54,36.3566,116.788
231,2017-04-28,6.2,36.3566,116.788
231,2017-04-29,6.12,36.3566,116.788
231,2017-04-30,5.64,36.3566,116.788
231,2017-05-01,4.84,36.3566,116.788
231,2017-05-02,6.12,36.3566,116.788
231,2017-05-03,4.84,36.3566,116.788
231,2017-05-04,4.24,36.3566,116.788
231,2017-05-05,4.4,36.3566,116.788
231,2017-05-06,6.04,36.3566,116.788
231,2017-05-07,5.8,36.3566,116.788
231,2017-05-08,2.14,36.3566,116.788
231,2017-05-09,4.76,36.3566,116.788
231,2017-05-10,5.78,36.3566,116.788
231,2017-05-11,3.92,36.3566,116.788
231,2017-05-12,6.1,36.3566,116.788
231,2017-05-13,6.28,36.3566,116.788
231,2017-05-14,4.96,36.3566,116.788
231,2017-05-15,3.48,36.3566,116.788
231,2017-05-16,6.04,36.3566,116.788
231,2017-05-17,5.94,36.3566,116.788
231,2017-05-18,5.76,36.3566,116.788
231,2017-05-19,4.82,36.3566,116.788
231,2017-05-20,4.32,36.3566,116.788
231,2017-05-21,4.24,36.3566,116.788
231,2017-05-22,4.9,36.3566,116.788
231,2017-05-23,4.54,36.3566,116.788
231,2017-05-24,6.36,36.3566,116.788
231,2017-05-25,6.1,36.3566,116.788
231,2017-05-26,6.18,36.3566,116.788
231,2017-05-27,5.86,36.3566,116.788
231,2017-05-28,5.8,36.3566,116.788
231,2017-05-29,4.76,36.3566,116.788
231,2017-05-30,5.24,36.3566,116.788
231,2017-05-31,4.8,36.3566,116.788
231,2017-06-01,4.32,36.3566,116.788
231,2017-06-02,5.26,36.3566,116.788
231,2017-06-03,5.34,36.3566,116.788
231,2017-06-04,5.34,36.3566,116.788
231,2017-06-05,2.2,36.3566,116.788
231,2017-06-06,1.44,36.3566,116.788
231,2017-06-07,5.9,36.3566,116.788
231,2017-06-08,4.0,36.3566,116.788
231,2017-06-09,4.92,36.3566,116.788
231,2017-06-10,1.62,36.3566,116.788
231,2017-06-11,5.9,36.3566,116.788
231,2017-06-12,4.72,36.3566,116.788
231,2017-06-13,4.54,36.3566,116.788
231,2017-06-14,5.36,36.3566,116.788
231,2017-06-15,4.32,36.3566,116.788
231,2017-06-16,5.46,36.3566,116.788
231,2017-06-17,5.64,36.3566,116.788
231,2017-06-18,5.26,36.3566,116.788
231,2017-06-19,5.0,36.3566,116.788
231,2017-06-20,3.74,36.3566,116.788
231,2017-06-21,5.14,36.3566,116.788
231,2017-06-22,0.9,36.3566,116.788
231,2017-06-23,1.68,36.3566,116.788
231,2017-06-24,4.52,36.3566,116.788
231,2017-06-25,5.52,36.3566,116.788
231,2017-06-26,5.56,36.3566,116.788
231,2017-06-27,5.44,36.3566,116.788
231,2017-06-28,5.02,36.3566,116.788
231,2017-06-29,4.72,36.3566,116.788
231,2017-06-30,4.14,36.3566,116.788
231,2017-07-01,4.66,36.3566,116.788
231,2017-07-02,4.36,36.3566,116.788
231,2017-07-03,4.78,36.3566,116.788
231,2017-07-04,3.04,36.3566,116.788
231,2017-07-05,3.04,36.3566,116.788
231,2017-07-06,2.3,36.3566,116.788
231,2017-07-07,4.7,36.3566,116.788
231,2017-07-08,5.76,36.3566,116.788
231,2017-07-09,2.14,36.3566,116.788
231,2017-07-10,5.68,36.3566,116.788
231,2017-07-11,5.66,36.3566,116.788
231,2017-07-12,5.44,36.3566,116.788
231,2017-07-13,5.5,36.3566,116.788
231,2017-07-14,5.14,36.3566,116.788
231,2017-07-15,2.22,36.3566,116.788
231,2017-07-16,0.9,36.3566,116.788
231,2017-07-17,-0.02,36.3566,116.788
231,2017-07-18,2.3,36.3566,116.788
231,2017-07-19,3.74,36.3566,116.788
231,2017-07-20,5.56,36.3566,116.788
231,2017-07-21,4.04,36.3566,116.788
231,2017-07-22,4.18,36.3566,116.788
231,2017-07-23,4.06,36.3566,116.788
231,2017-07-24,2.82,36.3566,116.788
231,2017-07-25,3.5,36.3566,116.788
231,2017-07-26,2.58,36.3566,116.788
231,2017-07-27,3.5,36.3566,116.788
231,2017-07-28,2.14,36.3566,116.788
231,2017-07-29,3.5,36.3566,116.788
231,2017-07-30,3.5,36.3566,116.788
231,2017-07-31,2.82,36.3566,116.788
231,2017-08-01,0.9,36.3566,116.788
231,2017-08-02,2.22,36.3566,116.788
231,2017-08-03,1.62,36.3566,116.788
231,2017-08-04,5.5,36.3566,116.788
231,2017-08-05,5.4,36.3566,116.788
231,2017-08-06,4.82,36.3566,116.788
231,2017-08-07,4.02,36.3566,116.788
231,2017-08-08,5.66,36.3566,116.788
231,2017-08-09,4.44,36.3566,116.788
231,2017-08-10,5.36,36.3566,116.788
231,2017-08-11,5.34,36.3566,116.788
231,2017-08-12,3.24,36.3566,116.788
231,2017-08-13,2.96,36.3566,116.788
231,2017-08-14,2.2,36.3566,116.788
231,2017-08-15,5.82,36.3566,116.788
231,2017-08-16,4.76,36.3566,116.788
231,2017-08-17,3.98,36.3566,116.788
231,2017-08-18,3.78,36.3566,116.788
231,2017-08-19,3.64,36.3566,116.788
231,2017-08-20,4.8,36.3566,116.788
231,2017-08-21,5.2,36.3566,116.788
231,2017-08-22,5.1,36.3566,116.788
231,2017-08-23,1.98,36.3566,116.788
231,2017-08-24,5.62,36.3566,116.788
231,2017-08-25,1.7,36.3566,116.788
231,2017-08-26,1.8,36.3566,116.788
231,2017-08-27,3.6,36.3566,116.788
231,2017-08-28,0.9,36.3566,116.788
231,2017-08-29,1.44,36.3566,116.788
231,2017-08-30,3.22,36.3566,116.788
231,2017-08-31,5.32,36.3566,116.788
231,2017-09-01,5.0,36.3566,116.788
231,2017-09-02,4.22,36.3566,116.788
231,2017-09-03,2.96,36.3566,116.788
231,2017-09-04,3.3,36.3566,116.788
231,2017-09-05,3.02,36.3566,116.788
231,2017-09-06,2.5,36.3566,116.788
231,2017-09-07,5.26,36.3566,116.788
231,2017-09-08,4.0,36.3566,116.788
231,2017-09-09,3.8,36.3566,116.788
231,2017-09-10,1.6,36.3566,116.788
231,2017-09-11,5.34,36.3566,116.788
231,2017-09-12,5.06,36.3566,116.788
231,2017-09-13,4.94,36.3566,116.788
231,2017-09-14,5.48,36.3566,116.788
231,2017-09-15,4.46,36.3566,116.788
231,2017-09-16,1.62,36.3566,116.788
231,2017-09-17,4.92,36.3566,116.788
231,2017-09-18,4.16,36.3566,116.788
231,2017-09-19,4.72,36.3566,116.788
231,2017-09-20,5.36,36.3566,116.788
231,2017-09-21,4.38,36.3566,116.788
231,2017-09-22,4.36,36.3566,116.788
231,2017-09-23,4.2,36.3566,116.788
231,2017-09-24,3.82,36.3566,116.788
231,2017-09-25,1.82,36.3566,116.788
231,2017-09-26,1.34,36.3566,116.788
231,2017-09-27,3.06,36.3566,116.788
231,2017-09-28,5.56,36.3566,116.788
231,2017-09-29,2.72,36.3566,116.788
231,2017-09-30,4.1,36.3566,116.788
231,2017-10-01,2.74,36.3566,116.788
231,2017-10-02,3.46,36.3566,116.788
231,2017-10-03,0.74,36.3566,116.788
231,2017-10-04,1.92,36.3566,116.788
231,2017-10-05,3.34,36.3566,116.788
231,2017-10-06,4.98,36.3566,116.788
231,2017-10-07,0.98,36.3566,116.788
231,2017-10-08,0.62,36.3566,116.788
231,2017-10-09,0.7,36.3566,116.788
231,2017-10-10,0.28,36.3566,116.788
231,2017-10-11,2.98,36.3566,116.788
231,2017-10-12,3.2,36.3566,116.788
231,2017-10-13,3.4,36.3566,116.788
231,2017-10-14,2.1,36.3566,116.788
231,2017-10-15,2.14,36.3566,116.788
231,2017-10-16,0.92,36.3566,116.788
231,2017-10-17,0.94,36.3566,116.788
231,2017-10-18,2.16,36.3566,116.788
231,2017-10-19,2.88,36.3566,116.788
231,2017-10-20,3.98,36.3566,116.788
231,2017-10-21,4.26,36.3566,116.788
231,2017-10-22,3.58,36.3566,116.788
231,2017-10-23,4.0,36.3566,116.788
231,2017-10-24,4.98,36.3566,116.788
231,2017-10-25,1.34,36.3566,116.788
231,2017-10-26,3.24,36.3566,116.788
231,2017-10-27,3.68,36.3566,116.788
231,2017-10-28,3.76,36.3566,116.788
231,2017-10-29,5.3,36.3566,116.788
231,2017-10-30,5.02,36.3566,116.788
231,2017-10-31,2.6,36.3566,116.788
231,2017-11-01,2.02,36.3566,116.788
231,2017-11-02,3.34,36.3566,116.788
231,2017-11-03,4.18,36.3566,116.788
231,2017-11-04,4.38,36.3566,116.788
231,2017-11-05,4.04,36.3566,116.788
231,2017-11-06,3.84,36.3566,116.788
231,2017-11-07,2.8,36.3566,116.788
231,2017-11-08,3.4,36.3566,116.788
231,2017-11-09,1.94,36.3566,116.788
231,2017-11-10,4.44,36.3566,116.788
231,2017-11-11,4.38,36.3566,116.788
231,2017-11-12,3.14,36.3566,116.788
231,2017-11-13,3.84,36.3566,116.788
231,2017-11-14,4.36,36.3566,116.788
231,2017-11-15,4.42,36.3566,116.788
231,2017-11-16,1.32,36.3566,116.788
231,2017-11-17,1.96,36.3566,116.788
231,2017-11-18,4.74,36.3566,116.788
231,2017-11-19,0.92,36.3566,116.788
231,2017-11-20,3.36,36.3566,116.788
231,2017-11-21,3.12,36.3566,116.788
231,2017-11-22,3.94,36.3566,116.788
231,2017-11-23,5.0,36.3566,116.788
231,2017-11-24,4.1,36.3566,116.788
231,2017-11-25,3.46,36.3566,116.788
231,2017-11-26,3.9,36.3566,116.788
231,2017-11-27,2.34,36.3566,116.788
231,2017-11-28,2.72,36.3566,116.788
231,2017-11-29,1.24,36.3566,116.788
231,2017-11-30,2.86,36.3566,116.788
231,2017-12-01,3.04,36.3566,116.788
231,2017-12-02,2.7,36.3566,116.788
231,2017-12-03,1.24,36.3566,116.788
231,2017-12-04,3.4,36.3566,116.788
231,2017-12-05,3.32,36.3566,116.788
231,2017-12-06,2.98,36.3566,116.788
231,2017-12-07,2.88,36.3566,116.788
231,2017-12-08,3.5,36.3566,116.788
231,2017-12-09,2.56,36.3566,116.788
231,2017-12-10,3.12,36.3566,116.788
231,2017-12-11,2.84,36.3566,116.788
231,2017-12-12,2.9,36.3566,116.788
231,2017-12-13,1.9,36.3566,116.788
231,2017-12-14,0.64,36.3566,116.788
231,2017-12-15,0.26,36.3566,116.788
231,2017-12-16,3.64,36.3566,116.788
231,2017-12-17,3.52,36.3566,116.788
231,2017-12-18,3.38,36.3566,116.788
231,2017-12-19,3.44,36.3566,116.788
231,2017-12-20,3.32,36.3566,116.788
231,2017-12-21,3.04,36.3566,116.788
231,2017-12-22,3.12,36.3566,116.788
231,2017-12-23,1.72,36.3566,116.788
231,2017-12-24,3.26,36.3566,116.788
231,2017-12-25,3.26,36.3566,116.788
231,2017-12-26,2.78,36.3566,116.788
231,2017-12-27,2.74,36.3566,116.788
231,2017-12-28,2.42,36.3566,116.788
231,2017-12-29,0.7,36.3566,116.788
231,2017-12-30,2.02,36.3566,116.788
231,2017-12-31,3.08,36.3566,116.788
231,2018-01-01,2.36,36.3566,116.788
231,2018-01-02,1.3,36.3566,116.788
231,2018-01-03,1.64,36.3566,116.788
231,2018-01-04,0.78,36.3566,116.788
231,2018-01-05,3.32,36.3566,116.788
231,2018-01-06,2.9,36.3566,116.788
231,2018-01-07,0.52,36.3566,116.788
231,2018-01-08,3.6,36.3566,116.788
231,2018-01-09,3.84,36.3566,116.788
231,2018-01-10,4.08,36.3566,116.788
231,2018-01-11,4.48,36.3566,116.788
231,2018-01-12,3.9,36.3566,116.788
231,2018-01-13,3.88,36.3566,116.788
231,2018-01-14,3.14,36.3566,116.788
231,2018-01-15,1.58,36.3566,116.788
231,2018-01-16,1.6,36.3566,116.788
231,2018-01-17,0.8,36.3566,116.788
231,2018-01-18,1.94,36.3566,116.788
231,2018-01-19,2.24,36.3566,116.788
231,2018-01-20,2.64,36.3566,116.788
231,2018-01-21,0.32,36.3566,116.788
231,2018-01-22,0.88,36.3566,116.788
231,2018-01-23,4.04,36.3566,116.788
231,2018-01-24,4.14,36.3566,116.788
231,2018-01-25,1.84,36.3566,116.788
231,2018-01-26,2.78,36.3566,116.788
231,2018-01-27,1.04,36.3566,116.788
231,2018-01-28,1.54,36.3566,116.788
231,2018-01-29,4.36,36.3566,116.788
231,2018-01-30,2.24,36.3566,116.788
231,2018-01-31,3.06,36.3566,116.788
231,2018-02-01,4.32,36.3566,116.788
231,2018-02-02,5.48,36.3566,116.788
231,2018-02-03,4.88,36.3566,116.788
231,2018-02-04,4.86,36.3566,116.788
231,2018-02-05,5.22,36.3566,116.788
231,2018-02-06,5.08,36.3566,116.788
231,2018-02-07,4.46,36.3566,116.788
231,2018-02-08,4.76,36.3566,116.788
231,2018-02-09,3.62,36.3566,116.788
231,2018-02-10,3.92,36.3566,116.788
231,2018-02-11,4.94,36.3566,116.788
231,2018-02-12,5.44,36.3566,116.788
231,2018-02-13,4.92,36.3566,116.788
231,2018-02-14,2.1,36.3566,116.788
231,2018-02-15,3.76,36.3566,116.788
231,2018-02-16,4.04,36.3566,116.788
231,2018-02-17,2.4,36.3566,116.788
231,2018-02-18,4.26,36.3566,116.788
231,2018-02-19,3.08,36.3566,116.788
231,2018-02-20,2.06,36.3566,116.788
231,2018-02-21,4.46,36.3566,116.788
231,2018-02-22,4.64,36.3566,116.788
231,2018-02-23,4.9,36.3566,116.788
231,2018-02-24,0.56,36.3566,116.788
231,2018-02-25,4.74,36.3566,116.788
231,2018-02-26,4.02,36.3566,116.788
231,2018-02-27,2.2,36.3566,116.788
231,2018-02-28,3.28,36.3566,116.788
231,2018-03-01,4.32,36.3566,116.788
231,2018-03-02,5.08,36.3566,116.788
231,2018-03-03,0.76,36.3566,116.788
231,2018-03-04,0.3,36.3566,116.788
231,2018-03-05,4.5,36.3566,116.788
231,2018-03-06,3.04,36.3566,116.788
231,2018-03-07,3.58,36.3566,116.788
231,2018-03-08,6.3,36.3566,116.788
231,2018-03-09,5.54,36.3566,116.788
231,2018-03-10,4.54,36.3566,116.788
231,2018-03-11,4.38,36.3566,116.788
231,2018-03-12,5.36,36.3566,116.788
231,2018-03-13,5.22,36.3566,116.788
231,2018-03-14,4.92,36.3566,116.788
231,2018-03-15,2.08,36.3566,116.788
231,2018-03-16,6.46,36.3566,116.788
231,2018-03-17,2.12,36.3566,116.788
231,2018-03-18,1.78,36.3566,116.788
231,2018-03-19,5.14,36.3566,116.788
231,2018-03-20,2.6,36.3566,116.788
231,2018-03-21,5.38,36.3566,116.788
231,2018-03-22,4.04,36.3566,116.788
231,2018-03-23,4.98,36.3566,116.788
231,2018-03-24,6.32,36.3566,116.788
231,2018-03-25,5.36,36.3566,116.788
231,2018-03-26,5.46,36.3566,116.788
231,2018-03-27,5.26,36.3566,116.788
231,2018-03-28,4.9,36.3566,116.788
231,2018-03-29,3.28,36.3566,116.788
231,2018-03-30,5.04,36.3566,116.788
231,2018-03-31,5.12,36.3566,116.788
231,2018-04-01,4.54,36.3566,116.788
231,2018-04-02,5.06,36.3566,116.788
231,2018-04-03,3.9,36.3566,116.788
231,2018-04-04,0.88,36.3566,116.788
231,2018-04-05,1.34,36.3566,116.788
231,2018-04-06,5.72,36.3566,116.788
231,2018-04-07,6.78,36.3566,116.788
231,2018-04-08,6.1,36.3566,116.788
231,2018-04-09,6.1,36.3566,116.788
231,2018-04-10,2.42,36.3566,116.788
231,2018-04-11,5.28,36.3566,116.788
231,2018-04-12,2.12,36.3566,116.788
231,2018-04-13,0.7,36.3566,116.788
231,2018-04-14,4.1,36.3566,116.788
231,2018-04-15,6.26,36.3566,116.788
231,2018-04-16,5.6,36.3566,116.788
231,2018-04-17,5.94,36.3566,116.788
231,2018-04-18,5.72,36.3566,116.788
231,2018-04-19,5.96,36.3566,116.788
231,2018-04-20,5.9,36.3566,116.788
231,2018-04-21,3.14,36.3566,116.788
231,2018-04-22,0.56,36.3566,116.788
231,2018-04-23,1.88,36.3566,116.788
231,2018-04-24,6.12,36.3566,116.788
231,2018-04-25,5.9,36.3566,116.788
231,2018-04-26,5.4,36.3566,116.788
231,2018-04-27,5.56,36.3566,116.788
231,2018-04-28,5.76,36.3566,116.788
231,2018-04-29,5.46,36.3566,116.788
231,2018-04-30,4.86,36.3566,116.788
231,2018-05-01,1.46,36.3566,116.788
231,2018-05-02,6.0,36.3566,116.788
231,2018-05-03,6.7,36.3566,116.788
231,2018-05-04,6.26,36.3566,116.788
231,2018-05-05,0.92,36.3566,116.788
231,2018-05-06,3.32,36.3566,116.788
231,2018-05-07,5.94,36.3566,116.788
231,2018-05-08,6.38,36.3566,116.788
231,2018-05-09,5.86,36.3566,116.788
231,2018-05-10,6.2,36.3566,116.788
231,2018-05-11,1.22,36.3566,116.788
231,2018-05-12,4.22,36.3566,116.788
231,2018-05-13,5.68,36.3566,116.788
231,2018-05-14,5.2,36.3566,116.788
231,2018-05-15,3.1,36.3566,116.788
231,2018-05-16,1.66,36.3566,116.788
231,2018-05-17,1.62,36.3566,116.788
231,2018-05-18,5.12,36.3566,116.788
231,2018-05-19,3.86,36.3566,116.788
231,2018-05-20,2.88,36.3566,116.788
231,2018-05-21,1.22,36.3566,116.788
231,2018-05-22,4.14,36.3566,116.788
231,2018-05-23,6.18,36.3566,116.788
231,2018-05-24,4.98,36.3566,116.788
231,2018-05-25,3.96,36.3566,116.788
231,2018-05-26,4.7,36.3566,116.788
231,2018-05-27,4.58,36.3566,116.788
231,2018-05-28,5.22,36.3566,116.788
231,2018-05-29,4.42,36.3566,116.788
231,2018-05-30,5.48,36.3566,116.788
231,2018-05-31,5.84,36.3566,116.788
231,2018-06-01,5.74,36.3566,116.788
231,2018-06-02,4.04,36.3566,116.788
231,2018-06-03,5.16,36.3566,116.788
231,2018-06-04,4.74,36.3566,116.788
231,2018-06-05,5.64,36.3566,116.788
231,2018-06-06,5.42,36.3566,116.788
231,2018-06-07,4.5,36.3566,116.788
231,2018-06-08,4.26,36.3566,116.788
231,2018-06-09,0.78,36.3566,116.788
231,2018-06-10,2.52,36.3566,116.788
231,2018-06-11,6.08,36.3566,116.788
231,2018-06-12,5.74,36.3566,116.788
231,2018-06-13,4.34,36.3566,116.788
231,2018-06-14,6.12,36.3566,116.788
231,2018-06-15,5.82,36.3566,116.788
231,2018-06-16,4.04,36.3566,116.788
231,2018-06-17,4.06,36.3566,116.788
231,2018-06-18,4.98,36.3566,116.788
231,2018-06-19,4.56,36.3566,116.788
231,2018-06-20,5.4,36.3566,116.788
231,2018-06-21,4.24,36.3566,116.788
231,2018-06-22,4.62,36.3566,116.788
231,2018-06-23,6.0,36.3566,116.788
231,2018-06-24,5.78,36.3566,116.788
231,2018-06-25,1.22,36.3566,116.788
231,2018-06-26,3.42,36.3566,116.788
231,2018-06-27,5.68,36.3566,116.788
231,2018-06-28,6.1,36.3566,116.788
231,2018-06-29,4.82,36.3566,116.788
231,2018-06-30,5.26,36.3566,116.788
231,2018-07-01,5.7,36.3566,116.788
231,2018-07-02,4.02,36.3566,116.788
231,2018-07-03,5.2,36.3566,116.788
231,2018-07-04,3.32,36.3566,116.788
231,2018-07-05,5.08,36.3566,116.788
231,2018-07-06,5.12,36.3566,116.788
231,2018-07-07,4.8,36.3566,116.788
231,2018-07-08,2.66,36.3566,116.788
231,2018-07-09,2.68,36.3566,116.788
231,2018-07-10,2.68,36.3566,116.788
231,2018-07-11,3.34,36.3566,116.788
231,2018-07-12,4.38,36.3566,116.788
231,2018-07-13,3.66,36.3566,116.788
231,2018-07-14,3.78,36.3566,116.788
231,2018-07-15,3.82,36.3566,116.788
231,2018-07-16,5.28,36.3566,116.788
231,2018-07-17,3.72,36.3566,116.788
231,2018-07-18,3.54,36.3566,116.788
231,2018-07-19,5.56,36.3566,116.788
231,2018-07-20,5.1,36.3566,116.788
231,2018-07-21,5.38,36.3566,116.788
231,2018-07-22,5.52,36.3566,116.788
231,2018-07-23,1.96,36.3566,116.788
231,2018-07-24,4.3,36.3566,116.788
231,2018-07-25,4.84,36.3566,116.788
231,2018-07-26,2.88,36.3566,116.788
231,2018-07-27,2.72,36.3566,116.788
231,2018-07-28,2.8,36.3566,116.788
231,2018-07-29,3.96,36.3566,116.788
231,2018-07-30,3.22,36.3566,116.788
231,2018-07-31,5.3,36.3566,116.788
231,2018-08-01,5.44,36.3566,116.788
231,2018-08-02,4.84,36.3566,116.788
231,2018-08-03,4.52,36.3566,116.788
231,2018-08-04,3.26,36.3566,116.788
231,2018-08-05,3.8,36.3566,116.788
231,2018-08-06,4.58,36.3566,116.788
231,2018-08-07,4.44,36.3566,116.788
231,2018-08-08,4.1,36.3566,116.788
231,2018-08-09,4.1,36.3566,116.788
231,2018-08-10,4.82,36.3566,116.788
231,2018-08-11,5.48,36.3566,116.788
231,2018-08-12,5.66,36.3566,116.788
231,2018-08-13,2.02,36.3566,116.788
231,2018-08-14,1.42,36.3566,116.788
231,2018-08-15,3.4,36.3566,116.788
231,2018-08-16,3.68,36.3566,116.788
231,2018-08-17,4.4,36.3566,116.788
231,2018-08-18,0.96,36.3566,116.788
231,2018-08-19,0.3,36.3566,116.788
231,2018-08-20,4.22,36.3566,116.788
231,2018-08-21,5.28,36.3566,116.788
231,2018-08-22,1.84,36.3566,116.788
231,2018-08-23,5.06,36.3566,116.788
231,2018-08-24,5.66,36.3566,116.788
231,2018-08-25,5.72,36.3566,116.788
231,2018-08-26,4.48,36.3566,116.788
231,2018-08-27,5.6,36.3566,116.788
231,2018-08-28,3.82,36.3566,116.788
231,2018-08-29,4.28,36.3566,116.788
231,2018-08-30,1.42,36.3566,116.788
231,2018-08-31,1.96,36.3566,116.788
231,2018-09-01,5.2,36.3566,116.788
231,2018-09-02,2.22,36.3566,116.788
231,2018-09-03,4.8,36.3566,116.788
231,2018-09-04,5.96,36.3566,116.788
231,2018-09-05,3.1,36.3566,116.788
231,2018-09-06,5.2,36.3566,116.788
231,2018-09-07,5.94,36.3566,116.788
231,2018-09-08,5.42,36.3566,116.788
231,2018-09-09,5.7,36.3566,116.788
231,2018-09-10,3.22,36.3566,116.788
231,2018-09-11,5.5,36.3566,116.788
231,2018-09-12,3.52,36.3566,116.788
231,2018-09-13,3.52,36.3566,116.788
231,2018-09-14,2.42,36.3566,116.788
231,2018-09-15,1.12,36.3566,116.788
231,2018-09-16,1.66,36.3566,116.788
231,2018-09-17,2.92,36.3566,116.788
231,2018-09-18,1.04,36.3566,116.788
231,2018-09-19,0.66,36.3566,116.788
231,2018-09-20,0.68,36.3566,116.788
231,2018-09-21,4.94,36.3566,116.788
231,2018-09-22,5.64,36.3566,116.788
231,2018-09-23,5.5,36.3566,116.788
231,2018-09-24,5.78,36.3566,116.788
231,2018-09-25,0.9,36.3566,116.788
231,2018-09-26,4.56,36.3566,116.788
