id,time,dayPower/capacity,lat,lng
254,2017-04-10,2.68,36.5019,116.632
254,2017-04-11,4.86,36.5019,116.632
254,2017-04-12,5.1,36.5019,116.632
254,2017-04-13,3.18,36.5019,116.632
254,2017-04-14,5.42,36.5019,116.632
254,2017-04-15,3.46,36.5019,116.632
254,2017-04-16,0.66,36.5019,116.632
254,2017-04-17,5.28,36.5019,116.632
254,2017-04-18,6.08,36.5019,116.632
254,2017-04-19,1.16,36.5019,116.632
254,2017-04-20,4.72,36.5019,116.632
254,2017-04-21,4.64,36.5019,116.632
254,2017-04-22,5.46,36.5019,116.632
254,2017-04-23,5.32,36.5019,116.632
254,2017-04-24,3.46,36.5019,116.632
254,2017-04-25,1.74,36.5019,116.632
254,2017-04-26,5.82,36.5019,116.632
254,2017-04-27,5.9,36.5019,116.632
254,2017-04-28,5.5,36.5019,116.632
254,2017-04-29,5.32,36.5019,116.632
254,2017-04-30,4.74,36.5019,116.632
254,2017-05-01,4.04,36.5019,116.632
254,2017-05-02,5.42,36.5019,116.632
254,2017-05-03,3.12,36.5019,116.632
254,2017-05-04,4.64,36.5019,116.632
254,2017-05-05,4.42,36.5019,116.632
254,2017-05-06,5.68,36.5019,116.632
254,2017-05-07,5.24,36.5019,116.632
254,2017-05-08,1.32,36.5019,116.632
254,2017-05-09,5.66,36.5019,116.632
254,2017-05-10,3.46,36.5019,116.632
254,2017-05-11,3.82,36.5019,116.632
254,2017-05-12,5.74,36.5019,116.632
254,2017-05-13,5.94,36.5019,116.632
254,2017-05-14,4.64,36.5019,116.632
254,2017-05-15,3.46,36.5019,116.632
254,2017-05-16,5.56,36.5019,116.632
254,2017-05-17,5.38,36.5019,116.632
254,2017-05-18,5.56,36.5019,116.632
254,2017-05-19,4.74,36.5019,116.632
254,2017-05-20,5.1,36.5019,116.632
254,2017-05-21,4.9,36.5019,116.632
254,2017-05-22,4.8,36.5019,116.632
254,2017-05-23,4.84,36.5019,116.632
254,2017-05-24,6.04,36.5019,116.632
254,2017-05-25,5.94,36.5019,116.632
254,2017-05-26,5.78,36.5019,116.632
254,2017-05-27,5.48,36.5019,116.632
254,2017-05-28,5.54,36.5019,116.632
254,2017-05-29,4.46,36.5019,116.632
254,2017-05-30,5.06,36.5019,116.632
254,2017-05-31,5.26,36.5019,116.632
254,2017-06-01,5.34,36.5019,116.632
254,2017-06-02,4.66,36.5019,116.632
254,2017-06-03,4.64,36.5019,116.632
254,2017-06-04,4.98,36.5019,116.632
254,2017-06-05,2.3,36.5019,116.632
254,2017-06-06,1.28,36.5019,116.632
254,2017-06-07,5.58,36.5019,116.632
254,2017-06-08,4.44,36.5019,116.632
254,2017-06-09,4.48,36.5019,116.632
254,2017-06-10,2.12,36.5019,116.632
254,2017-06-11,3.9,36.5019,116.632
254,2017-06-12,4.02,36.5019,116.632
254,2017-06-13,4.54,36.5019,116.632
254,2017-06-14,5.26,36.5019,116.632
254,2017-06-15,4.4,36.5019,116.632
254,2017-06-16,5.06,36.5019,116.632
254,2017-06-17,5.14,36.5019,116.632
254,2017-06-18,4.7,36.5019,116.632
254,2017-06-19,4.54,36.5019,116.632
254,2017-06-20,3.16,36.5019,116.632
254,2017-06-21,4.82,36.5019,116.632
254,2017-06-22,0.64,36.5019,116.632
254,2017-06-23,1.6,36.5019,116.632
254,2017-06-24,4.04,36.5019,116.632
254,2017-06-25,5.56,36.5019,116.632
254,2017-06-26,5.14,36.5019,116.632
254,2017-06-27,4.98,36.5019,116.632
254,2017-06-28,4.76,36.5019,116.632
254,2017-06-29,4.6,36.5019,116.632
254,2017-06-30,3.88,36.5019,116.632
254,2017-07-01,4.22,36.5019,116.632
254,2017-07-02,4.14,36.5019,116.632
254,2017-07-03,4.8,36.5019,116.632
254,2017-07-04,3.02,36.5019,116.632
254,2017-07-05,2.54,36.5019,116.632
254,2017-07-06,2.42,36.5019,116.632
254,2017-07-07,4.54,36.5019,116.632
254,2017-07-08,5.56,36.5019,116.632
254,2017-07-09,2.8,36.5019,116.632
254,2017-07-10,5.36,36.5019,116.632
254,2017-07-11,5.28,36.5019,116.632
254,2017-07-12,5.06,36.5019,116.632
254,2017-07-13,5.24,36.5019,116.632
254,2017-07-14,4.38,36.5019,116.632
254,2017-07-15,2.12,36.5019,116.632
254,2017-07-16,0.64,36.5019,116.632
254,2017-07-17,-0.02,36.5019,116.632
254,2017-07-18,1.84,36.5019,116.632
254,2017-07-19,3.7,36.5019,116.632
254,2017-07-20,5.18,36.5019,116.632
254,2017-07-21,3.42,36.5019,116.632
254,2017-07-22,2.4,36.5019,116.632
254,2017-07-23,4.28,36.5019,116.632
254,2017-07-24,2.48,36.5019,116.632
254,2017-07-25,3.48,36.5019,116.632
254,2017-07-26,1.96,36.5019,116.632
254,2017-07-27,1.1,36.5019,116.632
254,2017-07-28,1.98,36.5019,116.632
254,2017-07-29,0.94,36.5019,116.632
254,2017-07-30,1.7,36.5019,116.632
254,2017-07-31,3.98,36.5019,116.632
254,2017-08-01,4.44,36.5019,116.632
254,2017-08-02,1.04,36.5019,116.632
254,2017-08-03,4.58,36.5019,116.632
254,2017-08-04,5.18,36.5019,116.632
254,2017-08-05,5.0,36.5019,116.632
254,2017-08-06,4.82,36.5019,116.632
254,2017-08-07,3.46,36.5019,116.632
254,2017-08-08,5.1,36.5019,116.632
254,2017-08-09,4.64,36.5019,116.632
254,2017-08-10,5.08,36.5019,116.632
254,2017-08-11,4.62,36.5019,116.632
254,2017-08-12,3.44,36.5019,116.632
254,2017-08-13,4.04,36.5019,116.632
254,2017-08-14,2.98,36.5019,116.632
254,2017-08-15,5.04,36.5019,116.632
254,2017-08-16,4.42,36.5019,116.632
254,2017-08-17,3.88,36.5019,116.632
254,2017-08-18,3.2,36.5019,116.632
254,2017-08-19,3.44,36.5019,116.632
254,2017-08-20,4.82,36.5019,116.632
254,2017-08-21,4.86,36.5019,116.632
254,2017-08-22,4.38,36.5019,116.632
254,2017-08-23,2.18,36.5019,116.632
254,2017-08-24,5.28,36.5019,116.632
254,2017-08-25,1.76,36.5019,116.632
254,2017-08-26,1.74,36.5019,116.632
254,2017-08-27,2.5,36.5019,116.632
254,2017-08-28,0.94,36.5019,116.632
254,2017-08-29,1.42,36.5019,116.632
254,2017-08-30,3.24,36.5019,116.632
254,2017-08-31,5.08,36.5019,116.632
254,2017-09-01,4.92,36.5019,116.632
254,2017-09-02,3.8,36.5019,116.632
254,2017-09-03,2.76,36.5019,116.632
254,2017-09-04,3.3,36.5019,116.632
254,2017-09-05,3.14,36.5019,116.632
254,2017-09-06,3.26,36.5019,116.632
254,2017-09-07,5.36,36.5019,116.632
254,2017-09-08,4.24,36.5019,116.632
254,2017-09-09,3.94,36.5019,116.632
254,2017-09-10,1.44,36.5019,116.632
254,2017-09-11,4.84,36.5019,116.632
254,2017-09-12,4.78,36.5019,116.632
254,2017-09-13,4.44,36.5019,116.632
254,2017-09-14,4.98,36.5019,116.632
254,2017-09-15,4.24,36.5019,116.632
254,2017-09-16,1.78,36.5019,116.632
254,2017-09-17,4.2,36.5019,116.632
254,2017-09-18,4.0,36.5019,116.632
254,2017-09-19,5.54,36.5019,116.632
254,2017-09-20,5.48,36.5019,116.632
254,2017-09-21,3.8,36.5019,116.632
254,2017-09-22,4.5,36.5019,116.632
254,2017-09-23,4.02,36.5019,116.632
254,2017-09-24,3.86,36.5019,116.632
254,2017-09-25,2.04,36.5019,116.632
254,2017-09-26,1.24,36.5019,116.632
254,2017-09-27,2.58,36.5019,116.632
254,2017-09-28,5.06,36.5019,116.632
254,2017-09-29,2.66,36.5019,116.632
254,2017-09-30,3.74,36.5019,116.632
254,2017-10-01,2.9,36.5019,116.632
254,2017-10-02,4.32,36.5019,116.632
254,2017-10-03,0.74,36.5019,116.632
254,2017-10-04,1.94,36.5019,116.632
254,2017-10-05,3.36,36.5019,116.632
254,2017-10-06,4.44,36.5019,116.632
254,2017-10-07,0.72,36.5019,116.632
254,2017-10-08,0.46,36.5019,116.632
254,2017-10-09,0.38,36.5019,116.632
254,2017-10-10,0.26,36.5019,116.632
254,2017-10-11,3.16,36.5019,116.632
254,2017-10-12,3.06,36.5019,116.632
254,2017-10-13,3.3,36.5019,116.632
254,2017-10-14,2.0,36.5019,116.632
254,2017-10-15,2.04,36.5019,116.632
254,2017-10-16,0.92,36.5019,116.632
254,2017-10-17,0.94,36.5019,116.632
254,2017-10-18,1.78,36.5019,116.632
254,2017-10-19,2.5,36.5019,116.632
254,2017-10-20,3.82,36.5019,116.632
254,2017-10-21,3.88,36.5019,116.632
254,2017-10-22,3.72,36.5019,116.632
254,2017-10-23,3.7,36.5019,116.632
254,2017-10-24,4.46,36.5019,116.632
254,2017-10-25,1.16,36.5019,116.632
254,2017-10-26,3.22,36.5019,116.632
254,2017-10-27,3.52,36.5019,116.632
254,2017-10-28,3.38,36.5019,116.632
254,2017-10-29,4.8,36.5019,116.632
254,2017-10-30,4.4,36.5019,116.632
254,2017-10-31,2.24,36.5019,116.632
254,2017-11-01,2.14,36.5019,116.632
254,2017-11-02,3.0,36.5019,116.632
254,2017-11-03,4.0,36.5019,116.632
254,2017-11-04,3.92,36.5019,116.632
254,2017-11-05,3.64,36.5019,116.632
254,2017-11-06,3.42,36.5019,116.632
254,2017-11-07,2.2,36.5019,116.632
254,2017-11-08,3.16,36.5019,116.632
254,2017-11-09,2.36,36.5019,116.632
254,2017-11-10,4.3,36.5019,116.632
254,2017-11-11,4.2,36.5019,116.632
254,2017-11-12,3.06,36.5019,116.632
254,2017-11-13,3.48,36.5019,116.632
254,2017-11-14,4.08,36.5019,116.632
254,2017-11-15,4.12,36.5019,116.632
254,2017-11-16,1.18,36.5019,116.632
254,2017-11-17,3.54,36.5019,116.632
254,2017-11-18,4.32,36.5019,116.632
254,2017-11-19,0.9,36.5019,116.632
254,2017-11-20,3.06,36.5019,116.632
254,2017-11-21,3.08,36.5019,116.632
254,2017-11-22,3.66,36.5019,116.632
254,2017-11-23,3.62,36.5019,116.632
254,2017-11-24,3.7,36.5019,116.632
254,2017-11-25,3.28,36.5019,116.632
254,2017-11-26,3.54,36.5019,116.632
254,2017-11-27,2.1,36.5019,116.632
254,2017-11-28,2.52,36.5019,116.632
254,2017-11-29,1.04,36.5019,116.632
254,2017-11-30,2.92,36.5019,116.632
254,2017-12-01,2.72,36.5019,116.632
254,2017-12-02,2.54,36.5019,116.632
254,2017-12-03,0.86,36.5019,116.632
254,2017-12-04,3.28,36.5019,116.632
254,2017-12-05,3.28,36.5019,116.632
254,2017-12-06,3.02,36.5019,116.632
254,2017-12-07,2.88,36.5019,116.632
254,2017-12-08,3.44,36.5019,116.632
254,2017-12-09,2.26,36.5019,116.632
254,2017-12-10,2.94,36.5019,116.632
254,2017-12-11,2.8,36.5019,116.632
254,2017-12-12,3.0,36.5019,116.632
254,2017-12-13,2.02,36.5019,116.632
254,2017-12-14,0.22,36.5019,116.632
254,2017-12-15,0.36,36.5019,116.632
254,2017-12-16,3.72,36.5019,116.632
254,2017-12-17,3.4,36.5019,116.632
254,2017-12-18,3.26,36.5019,116.632
254,2017-12-19,3.38,36.5019,116.632
254,2017-12-20,3.36,36.5019,116.632
254,2017-12-21,3.24,36.5019,116.632
254,2017-12-22,2.42,36.5019,116.632
254,2017-12-23,1.46,36.5019,116.632
254,2017-12-24,3.24,36.5019,116.632
254,2017-12-25,3.24,36.5019,116.632
254,2017-12-26,2.68,36.5019,116.632
254,2017-12-27,2.6,36.5019,116.632
254,2017-12-28,2.24,36.5019,116.632
254,2017-12-29,0.46,36.5019,116.632
254,2017-12-30,1.78,36.5019,116.632
254,2017-12-31,3.08,36.5019,116.632
254,2018-01-01,2.24,36.5019,116.632
254,2018-01-02,1.12,36.5019,116.632
254,2018-01-03,1.76,36.5019,116.632
254,2018-01-04,0.76,36.5019,116.632
254,2018-01-05,3.12,36.5019,116.632
254,2018-01-06,2.66,36.5019,116.632
254,2018-01-07,1.08,36.5019,116.632
254,2018-01-08,3.66,36.5019,116.632
254,2018-01-09,3.82,36.5019,116.632
254,2018-01-10,3.94,36.5019,116.632
254,2018-01-11,4.34,36.5019,116.632
254,2018-01-12,3.82,36.5019,116.632
254,2018-01-13,3.78,36.5019,116.632
254,2018-01-14,3.0,36.5019,116.632
254,2018-01-15,1.34,36.5019,116.632
254,2018-01-16,1.7,36.5019,116.632
254,2018-01-17,1.02,36.5019,116.632
254,2018-01-18,1.6,36.5019,116.632
254,2018-01-19,2.42,36.5019,116.632
254,2018-01-20,2.86,36.5019,116.632
254,2018-01-21,0.2,36.5019,116.632
254,2018-01-22,0.78,36.5019,116.632
254,2018-01-23,3.96,36.5019,116.632
254,2018-01-24,4.34,36.5019,116.632
254,2018-01-25,2.02,36.5019,116.632
254,2018-01-26,2.7,36.5019,116.632
254,2018-01-27,1.14,36.5019,116.632
254,2018-01-28,1.18,36.5019,116.632
254,2018-01-29,3.54,36.5019,116.632
254,2018-01-30,2.24,36.5019,116.632
254,2018-01-31,3.2,36.5019,116.632
254,2018-02-01,4.04,36.5019,116.632
254,2018-02-02,5.02,36.5019,116.632
254,2018-02-03,4.4,36.5019,116.632
254,2018-02-04,4.36,36.5019,116.632
254,2018-02-05,4.76,36.5019,116.632
254,2018-02-06,4.7,36.5019,116.632
254,2018-02-07,4.24,36.5019,116.632
254,2018-02-08,4.52,36.5019,116.632
254,2018-02-09,3.54,36.5019,116.632
254,2018-02-10,3.88,36.5019,116.632
254,2018-02-11,4.6,36.5019,116.632
254,2018-02-12,4.98,36.5019,116.632
254,2018-02-13,4.68,36.5019,116.632
254,2018-02-14,1.98,36.5019,116.632
254,2018-02-15,3.46,36.5019,116.632
254,2018-02-16,3.86,36.5019,116.632
254,2018-02-17,2.16,36.5019,116.632
254,2018-02-18,3.98,36.5019,116.632
254,2018-02-19,3.26,36.5019,116.632
254,2018-02-20,1.6,36.5019,116.632
254,2018-02-21,4.4,36.5019,116.632
254,2018-02-22,4.56,36.5019,116.632
254,2018-02-23,4.72,36.5019,116.632
254,2018-02-24,1.0,36.5019,116.632
254,2018-02-25,4.7,36.5019,116.632
254,2018-02-26,4.18,36.5019,116.632
254,2018-02-27,2.26,36.5019,116.632
254,2018-02-28,3.32,36.5019,116.632
254,2018-03-01,4.5,36.5019,116.632
254,2018-03-02,5.02,36.5019,116.632
254,2018-03-03,1.26,36.5019,116.632
254,2018-03-04,0.32,36.5019,116.632
254,2018-03-05,4.46,36.5019,116.632
254,2018-03-06,2.68,36.5019,116.632
254,2018-03-07,3.1,36.5019,116.632
254,2018-03-08,5.66,36.5019,116.632
254,2018-03-09,5.08,36.5019,116.632
254,2018-03-10,4.08,36.5019,116.632
254,2018-03-11,3.64,36.5019,116.632
254,2018-03-12,4.9,36.5019,116.632
254,2018-03-13,4.84,36.5019,116.632
254,2018-03-14,4.68,36.5019,116.632
254,2018-03-15,1.68,36.5019,116.632
254,2018-03-16,5.84,36.5019,116.632
254,2018-03-17,1.94,36.5019,116.632
254,2018-03-18,1.3,36.5019,116.632
254,2018-03-19,4.78,36.5019,116.632
254,2018-03-20,3.12,36.5019,116.632
254,2018-03-21,5.24,36.5019,116.632
254,2018-03-22,4.02,36.5019,116.632
254,2018-03-23,4.72,36.5019,116.632
254,2018-03-24,5.86,36.5019,116.632
254,2018-03-25,5.3,36.5019,116.632
254,2018-03-26,5.28,36.5019,116.632
254,2018-03-27,5.1,36.5019,116.632
254,2018-03-28,4.58,36.5019,116.632
254,2018-03-29,3.06,36.5019,116.632
254,2018-03-30,4.86,36.5019,116.632
254,2018-03-31,5.22,36.5019,116.632
254,2018-04-01,4.26,36.5019,116.632
254,2018-04-02,4.96,36.5019,116.632
254,2018-04-03,3.84,36.5019,116.632
254,2018-04-04,0.86,36.5019,116.632
254,2018-04-05,1.44,36.5019,116.632
254,2018-04-06,5.6,36.5019,116.632
254,2018-04-07,6.3,36.5019,116.632
254,2018-04-08,5.78,36.5019,116.632
254,2018-04-09,5.74,36.5019,116.632
254,2018-04-10,1.86,36.5019,116.632
254,2018-04-11,4.88,36.5019,116.632
254,2018-04-12,2.28,36.5019,116.632
254,2018-04-13,0.62,36.5019,116.632
254,2018-04-14,3.86,36.5019,116.632
254,2018-04-15,5.92,36.5019,116.632
254,2018-04-16,5.26,36.5019,116.632
254,2018-04-17,2.36,36.5019,116.632
254,2018-04-18,5.5,36.5019,116.632
254,2018-04-19,5.64,36.5019,116.632
254,2018-04-20,5.94,36.5019,116.632
254,2018-04-21,3.5,36.5019,116.632
254,2018-04-22,0.48,36.5019,116.632
254,2018-04-23,1.48,36.5019,116.632
254,2018-04-24,5.9,36.5019,116.632
254,2018-04-25,5.5,36.5019,116.632
254,2018-04-26,3.46,36.5019,116.632
254,2018-04-27,5.4,36.5019,116.632
254,2018-04-28,5.52,36.5019,116.632
254,2018-04-29,5.22,36.5019,116.632
254,2018-04-30,4.06,36.5019,116.632
254,2018-05-01,1.3,36.5019,116.632
254,2018-05-02,5.72,36.5019,116.632
254,2018-05-03,6.26,36.5019,116.632
254,2018-05-04,5.92,36.5019,116.632
254,2018-05-05,1.04,36.5019,116.632
254,2018-05-06,3.14,36.5019,116.632
254,2018-05-07,5.52,36.5019,116.632
254,2018-05-08,5.94,36.5019,116.632
254,2018-05-09,5.5,36.5019,116.632
254,2018-05-10,5.54,36.5019,116.632
254,2018-05-11,3.32,36.5019,116.632
254,2018-05-12,4.28,36.5019,116.632
254,2018-05-13,5.44,36.5019,116.632
254,2018-05-14,5.18,36.5019,116.632
254,2018-05-15,2.04,36.5019,116.632
254,2018-05-16,1.34,36.5019,116.632
254,2018-05-17,1.44,36.5019,116.632
254,2018-05-18,4.92,36.5019,116.632
254,2018-05-19,3.48,36.5019,116.632
254,2018-05-20,2.98,36.5019,116.632
254,2018-05-21,1.08,36.5019,116.632
254,2018-05-22,3.7,36.5019,116.632
254,2018-05-23,5.92,36.5019,116.632
254,2018-05-24,5.2,36.5019,116.632
254,2018-05-25,4.0,36.5019,116.632
254,2018-05-26,4.36,36.5019,116.632
254,2018-05-27,4.6,36.5019,116.632
254,2018-05-28,4.94,36.5019,116.632
254,2018-05-29,4.6,36.5019,116.632
254,2018-05-30,5.26,36.5019,116.632
254,2018-05-31,5.44,36.5019,116.632
254,2018-06-01,5.3,36.5019,116.632
254,2018-06-02,4.36,36.5019,116.632
254,2018-06-03,4.66,36.5019,116.632
254,2018-06-04,4.28,36.5019,116.632
254,2018-06-05,5.22,36.5019,116.632
254,2018-06-06,5.0,36.5019,116.632
254,2018-06-07,3.9,36.5019,116.632
254,2018-06-08,4.02,36.5019,116.632
254,2018-06-09,0.68,36.5019,116.632
254,2018-06-10,2.58,36.5019,116.632
254,2018-06-11,5.72,36.5019,116.632
254,2018-06-12,5.32,36.5019,116.632
254,2018-06-13,3.6,36.5019,116.632
254,2018-06-14,5.82,36.5019,116.632
254,2018-06-15,5.44,36.5019,116.632
254,2018-06-16,3.46,36.5019,116.632
254,2018-06-17,3.88,36.5019,116.632
254,2018-06-18,4.46,36.5019,116.632
254,2018-06-19,4.4,36.5019,116.632
254,2018-06-20,4.96,36.5019,116.632
254,2018-06-21,3.66,36.5019,116.632
254,2018-06-22,4.0,36.5019,116.632
254,2018-06-23,5.46,36.5019,116.632
254,2018-06-24,5.14,36.5019,116.632
254,2018-06-25,1.44,36.5019,116.632
254,2018-06-26,3.6,36.5019,116.632
254,2018-06-27,5.36,36.5019,116.632
254,2018-06-28,5.74,36.5019,116.632
254,2018-06-29,4.36,36.5019,116.632
254,2018-06-30,4.98,36.5019,116.632
254,2018-07-01,5.1,36.5019,116.632
254,2018-07-02,4.22,36.5019,116.632
254,2018-07-03,4.96,36.5019,116.632
254,2018-07-04,3.3,36.5019,116.632
254,2018-07-05,4.88,36.5019,116.632
254,2018-07-06,4.82,36.5019,116.632
254,2018-07-07,4.32,36.5019,116.632
254,2018-07-08,2.16,36.5019,116.632
254,2018-07-09,2.28,36.5019,116.632
254,2018-07-10,3.84,36.5019,116.632
254,2018-07-11,2.84,36.5019,116.632
254,2018-07-12,4.14,36.5019,116.632
254,2018-07-13,2.74,36.5019,116.632
254,2018-07-14,2.88,36.5019,116.632
254,2018-07-15,4.46,36.5019,116.632
254,2018-07-16,5.2,36.5019,116.632
254,2018-07-17,3.6,36.5019,116.632
254,2018-07-18,3.82,36.5019,116.632
254,2018-07-19,5.04,36.5019,116.632
254,2018-07-20,5.0,36.5019,116.632
254,2018-07-21,4.32,36.5019,116.632
254,2018-07-22,5.08,36.5019,116.632
254,2018-07-23,3.2,36.5019,116.632
254,2018-07-24,4.82,36.5019,116.632
254,2018-07-25,5.04,36.5019,116.632
254,2018-07-26,2.94,36.5019,116.632
254,2018-07-27,3.22,36.5019,116.632
254,2018-07-28,3.46,36.5019,116.632
254,2018-07-29,4.16,36.5019,116.632
254,2018-07-30,3.82,36.5019,116.632
254,2018-07-31,5.16,36.5019,116.632
254,2018-08-01,5.14,36.5019,116.632
254,2018-08-02,5.02,36.5019,116.632
254,2018-08-03,4.72,36.5019,116.632
254,2018-08-04,3.94,36.5019,116.632
254,2018-08-05,3.22,36.5019,116.632
254,2018-08-06,4.26,36.5019,116.632
254,2018-08-07,4.54,36.5019,116.632
254,2018-08-08,4.44,36.5019,116.632
254,2018-08-09,3.42,36.5019,116.632
254,2018-08-10,4.78,36.5019,116.632
254,2018-08-11,5.08,36.5019,116.632
254,2018-08-12,5.22,36.5019,116.632
254,2018-08-13,2.26,36.5019,116.632
254,2018-08-14,0.88,36.5019,116.632
254,2018-08-15,4.36,36.5019,116.632
254,2018-08-16,3.68,36.5019,116.632
254,2018-08-17,4.1,36.5019,116.632
254,2018-08-18,0.9,36.5019,116.632
254,2018-08-19,0.3,36.5019,116.632
254,2018-08-20,3.68,36.5019,116.632
254,2018-08-21,4.94,36.5019,116.632
254,2018-08-22,2.34,36.5019,116.632
254,2018-08-23,4.98,36.5019,116.632
254,2018-08-24,5.24,36.5019,116.632
254,2018-08-25,5.34,36.5019,116.632
254,2018-08-26,4.48,36.5019,116.632
254,2018-08-27,5.28,36.5019,116.632
254,2018-08-28,4.76,36.5019,116.632
254,2018-08-29,4.32,36.5019,116.632
254,2018-08-30,1.16,36.5019,116.632
254,2018-08-31,2.16,36.5019,116.632
254,2018-09-01,4.68,36.5019,116.632
254,2018-09-02,2.14,36.5019,116.632
254,2018-09-03,4.86,36.5019,116.632
254,2018-09-04,5.54,36.5019,116.632
254,2018-09-05,3.1,36.5019,116.632
254,2018-09-06,5.02,36.5019,116.632
254,2018-09-07,5.5,36.5019,116.632
254,2018-09-08,5.06,36.5019,116.632
254,2018-09-09,5.22,36.5019,116.632
254,2018-09-10,3.74,36.5019,116.632
254,2018-09-11,4.92,36.5019,116.632
254,2018-09-12,2.9,36.5019,116.632
254,2018-09-13,2.6,36.5019,116.632
254,2018-09-14,2.76,36.5019,116.632
254,2018-09-15,0.74,36.5019,116.632
254,2018-09-16,1.5,36.5019,116.632
254,2018-09-17,2.86,36.5019,116.632
254,2018-09-18,0.92,36.5019,116.632
254,2018-09-19,0.56,36.5019,116.632
254,2018-09-20,0.96,36.5019,116.632
254,2018-09-21,4.58,36.5019,116.632
254,2018-09-22,5.26,36.5019,116.632
254,2018-09-23,5.18,36.5019,116.632
254,2018-09-24,5.34,36.5019,116.632
254,2018-09-25,0.9,36.5019,116.632
254,2018-09-26,4.78,36.5019,116.632
